;tweetid;emoji;stance;emotion;toxic_multi
3023;1424165173602947073;['😭', '🏔'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3024;1429646071194603523;['📈', '🚀', '🌙', '🌳'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3026;1422461509347782665;['👇'];believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3028;1426064260874989574;['🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3029;1433836864490786820;['✔️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3030;1437193668214018051;['☺️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3032;1421829187858583552;['🇪🇺'];ambiguous;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3033;1453294285063966722;['🤣', '😂'];deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3034;1428699024836677632;['🇿🇦'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3036;1434287167803514882;['🇺🇸'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3038;1426844700514734080;['😇'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3039;1428802892480368646;['🔥'];believe;[1, 1, 0, 0, 1, 0, 1, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3040;1442907117405442048;['🙄', '🤫'];deny;[0, 0, 0, 0, 1, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3041;1441787765562171393;['👉'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3042;1421262106184331264;['😩'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3043;1577399060121518081;['🔥'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
3045;1442842839600091138;['🤣', '😳', '😂'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3046;1427249363785601029;['♻️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3047;1438851355364450304;['🆘'];believe;[0, 1, 0, 1, 0, 0, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3050;1433978959851503619;['😂'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3051;1432094860568408075;['💕'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3052;1424344615482765316;['👇'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3053;1429190517783474179;['🤨'];believe;[0, 1, 0, 1, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3054;1425809419733020673;['🔽'];ambiguous;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3055;1425026733380718614;['🌐', '😨', '🧑\u200d⚖️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3056;1421902722496925703;['🤔'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3057;1443655617319690240;['👇'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3058;1446522738341027876;['🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3059;1432042939908304898;['👍🏻'];believe;[1, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3061;1441022325495898112;['😊', '🌈'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3062;1441397660947152904;['🤩', '🌱'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3063;1430255450126123011;['👇'];ambiguous;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
3064;1441688936963837954;['1️⃣'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3065;1560602578832216066;['🇧🇷', '🇺🇸'];deny;[0, 0, 0, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3066;1425518278059855876;['👋'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3067;1425717445742919686;['💚'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3068;1438243194794299397;['🙏'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3069;1424746506444214277;['👉'];ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3070;1425122979051048963;['📨', '🖋'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3071;1442522328781385732;['📣'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3072;1420786055201107968;['🌏', '🌪', '🌍', '⛈'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3073;1441447783311896578;['🌳'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 1, 0, 0]
3074;1436279541564153856;['⤵️'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3075;1439569421861859330;['👏🏻'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3076;1423795966008823809;['👍'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3077;1429074831132160006;['🤩', '🥰'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3079;1423093317374550026;['🌎'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3080;1435169721029054465;['🌍'];believe;[1, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3081;1445420515993133056;['🙏', '🌊', '🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3082;1443933920345604100;['💪', '🎉'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3083;1424707130888626179;['🔴'];believe;[0, 0, 0, 1, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3084;1425830053326200836;['✳️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3085;1441487342062161923;['‼️'];believe;[1, 0, 0, 1, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3086;1575462101556277248;['🍁'];deny;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[1, 1, 1, 1, 0, 0, 1, 0]
3087;1455506994643693572;['😒'];deny;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3088;1439287326199406594;['🌲', '😢'];believe;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3089;1430837121581989892;['⏱'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3090;1438229858195320843;['😆', '😂', '😅'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3091;1432424043043491851;['✨'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3092;1443884413742456834;['🌍', '\U0001f7e2'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3093;1426237901453598727;['👍', '👏'];believe;[0, 1, 0, 1, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3096;1441442958885081097;['💜'];believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3097;1429498539793543170;['💔', '😭', '🙏🏼'];ambiguous;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3098;1444676879945015296;['⚡', '🔌', '⤵️', '🚙'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3100;1433476002894733317;['🤩'];believe;[0, 1, 0, 1, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3101;1429739187498934275;['💡'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3102;1441075520695783430;['👉🏾', '👈🏾'];believe;[0, 0, 0, 0, 1, 1, 1, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3103;1510161237010657282;['👇'];deny;[0, 1, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3104;1440292241235345418;['🔥'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3105;1423099085918191617;['🐳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3106;1446580636534325249;['👍'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3107;1430107030648287233;['🌎'];believe;[0, 1, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3108;1438182929646096393;['📸'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3109;1425167563944648705;['👇'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3110;1506554289262632967;['💥'];deny;[1, 1, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3111;1566714566259552257;['🤦\u200d♀️'];deny;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 1, 0, 1, 0, 1, 0]
3112;1441742839222734848;['🎓'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3113;1459875141907886081;['✈️', '⁉️'];deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3115;1454655013566009346;['😪'];believe;[0, 0, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3117;1422002099014012930;['🥕', '🐰'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3118;1420886318037487624;['⚠️', '📧', '☎️', '🚨'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3119;1432339664241709063;['🙏'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3120;1553068261641797633;['🙄'];deny;[1, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3122;1459795537171869697;['😘', '🤣', '🥰'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3124;1495075674901647367;['😂'];deny;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3125;1436974929971490817;['🌱', '🌳'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3126;1428230404914388992;['🌊', '🌳'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3127;1431309509549514752;['🌍'];believe;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
3129;1442965713245949952;['🎺', '🎶'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3130;1445452410021810189;['🇮🇹', '🇩🇪', '🏅', '🇺🇲'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3131;1444027898655031296;['👇'];believe;[1, 1, 0, 0, 1, 1, 1, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3132;1443301596843192324;['🕊'];believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
3133;1427574611886022656;['📢'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3134;1566068548446916609;['💩'];deny;[1, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3136;1431230377876623361;['🤦\u200d♂️'];believe;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3137;1420882945242456068;['🇬🇳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3138;1521607692564979713;['😂'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0]
3139;1441341841144619016;['🚌', '❓', '🔌'];believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3141;1442670047634276357;['\U0001f7e2'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3142;1445616813774049280;['😡', '😢'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 1, 0, 0, 0, 0]
3143;1425912068109082626;['🎵'];believe;[0, 0, 0, 0, 1, 1, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3144;1424664044443684864;['🌊', '📖'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3145;1424953722421997568;['🤣'];believe;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3146;1439611257242492931;['🌎'];believe;[0, 1, 0, 1, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3147;1457294780640153602;['😂'];deny;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3148;1430409607684317185;['🌏', '🌲', '🇯🇵'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3149;1425816164538613761;['📈', '🌎'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3150;1430140684955176961;['📢'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3151;1422150348689584134;['🤣', '😂'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, 0, 1, 1, 0, 0, 0, 0]
3152;1458657242471809027;['⏳'];believe;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3153;1553582820479623170;['😆'];deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[1, 0, 1, 1, 1, 1, 0, 0]
3154;1443224538049830915;['🇪🇺'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3155;1422861350674395137;['🦊'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[1, 0, 1, 1, 0, 0, 1, 0]
3156;1441230634928668678;['🧑\u200d🌾'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3157;1427534037279641602;['🇵🇼'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3158;1432198884747407362;['🙄'];believe;[1, 0, 1, 0, 0, 0, 0, 0, 0, 1];[1, 0, 1, 1, 0, 0, 0, 0]
3159;1433562447818919937;['💯'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3160;1433706361687265286;['🌱'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3161;1445214315900915717;['🇹🇭'];believe;[1, 1, 0, 1, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3162;1441033497704112128;['🌻', '🙏', '❤️', '🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3163;1446352872422191116;['❤️', '🌍'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3164;1427622799842189318;['🌍'];believe;[1, 1, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3165;1424678171799035909;['😎'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3166;1422969552456007680;['📍'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3167;1435649964550598665;['💧', '🎵'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3168;1438503260705357828;['🎶'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3170;1433344222283845632;['🤯', '🤬'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3171;1439259906754760714;['🌱'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3173;1445649473095417860;['🎥'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3175;1428967155526103043;['🙏'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3176;1443487658475466758;['🦎', '🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3177;1440221695265021956;['👉', '‼'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3178;1426756166873325574;['🇮🇳'];believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3179;1446441771165106181;['🌏', '🇹🇭'];believe;[1, 1, 0, 1, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3180;1433462227856609280;['⚡', '⛈'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3181;1423339161243750402;['🇮🇳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3182;1434833762714468355;['🗣'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3183;1437674437374009345;['⌚'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3184;1425758995260772357;['📰', '🌎'];believe;[1, 0, 0, 1, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3185;1439621725914734594;['🌹'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3186;1432471884554252289;['‼️'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3187;1424081302874058760;['🌍'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3188;1438563436598898690;['📝'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3190;1443553856898617354;['🌍', '🙌🏽'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3191;1426086205490401284;['😳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3192;1442760996678877196;['🇨🇬'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3193;1422051404068306947;['🙈'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3194;1458707107897753602;['🤡'];deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3195;1452634360746627072;['🌍', '🔥'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3198;1459673406018928645;['🔗'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3199;1576306180183494657;['👇🏼'];deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3200;1424269687941128193;['🌏', '⏱️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3201;1421346150745972736;['👍'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3202;1436362081993990146;['⏰', '🌊'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3203;1442248466227339265;['🕯', '🙏🏿'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3204;1422493675947429898;['🇮🇹'];believe;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3205;1441350656581726210;['👍', '👏', '🌎'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3206;1424656446977806344;['👀'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3208;1425628098511491073;['👇'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3209;1432678368932139009;['🏆'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3211;1428184627924119560;['‼️'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3212;1429273334231879680;['🇩🇪'];ambiguous;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3213;1435927547800289291;['👇'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3214;1439987591042928640;['🇮🇳'];believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3216;1432964335970643970;['❓'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3217;1442127517159239685;['❤️', '🌎'];believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3218;1477442034843754497;['😂'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0]
3219;1424425694096859140;['😷', '😵', '🤧'];ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3220;1431304248797564928;['😨'];ambiguous;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3221;1426391661211389960;['🤔'];believe;[0, 1, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
3222;1425516255620976642;['🌺', '❤️', '🙂'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3224;1511210387869380608;['👏'];deny;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0]
3225;1425048447837683712;['😥'];ambiguous;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0]
3227;1439303287572946953;['🗓️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3228;1428849266265665541;['❤️'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3229;1423406987090538503;['1️⃣'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3230;1440224931761983500;['📢'];believe;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3231;1435219581786722310;['🌏', '🌡️', '🛑'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
3232;1430497310715285508;['⬇️'];believe;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
